Mã,Chỉ số,2020,2021,2022,2023,2024
DSN,Biên lợi nhuận ròng (%),48.42,96.04,46.4,45.2,42.54
DSN,Chỉ số thanh toán hiện thời,15.78,10.72,8.26,11.4,6.14
DSN,Chỉ số thanh toán nhanh,15.65,10.59,8.18,11.3,6.08
DSN,Chỉ số thanh toán tiền mặt,2.87,4.2,2.84,1.35,1.26
DSN,Đòn bẩy tài chính,1.09,1.1,1.13,1.09,1.18
DSN,Khả năng chi trả lãi vay,330.49,-38.56,NaN,NaN,NaN
DSP,Biên EBIT (%),-193.06,-235.31,-35.92,-28.87,-34.8
DSP,Biên lợi nhuận gộp (%),-153.07,-202.1,-18.35,-10.64,-20.16
DSP,Biên lợi nhuận ròng (%),-138.19,-144.87,-18.77,1.1,-10.78
DSP,Chỉ số thanh toán hiện thời,10.76,10.96,4.83,11.4,7.15
DSP,Chỉ số thanh toán nhanh,10.27,10.42,4.62,10.88,6.66
DSP,Chỉ số thanh toán tiền mặt,0.1,0.04,0.04,0.43,0.82
DSP,Đòn bẩy tài chính,1.05,1.05,1.15,1.06,1.06
DSP,Khả năng chi trả lãi vay,NaN,NaN,-469.86,-61.68,-120.26
DST,Biên EBIT (%),2.88,-4.76,-3.01,-7.33,-8.47
DST,Biên lợi nhuận gộp (%),7.4,3.61,5.31,4.81,2.44
DST,Biên lợi nhuận ròng (%),11.46,116.85,64.09,2.88,4.18
DST,Chỉ số thanh toán hiện thời,6.97,12.9,1.58,2.23,22.54
DST,Chỉ số thanh toán nhanh,6.89,12.81,1.46,2.05,22.47
DST,Chỉ số thanh toán tiền mặt,0.15,0.29,0.11,0.04,1.08
DST,Đòn bẩy tài chính,1.06,1.04,1.04,1.06,1.0
DST,Khả năng chi trả lãi vay,0.76,-7.71,NaN,-18.36,-8.88
DSV,Biên EBIT (%),2.32,2.45,2.96,NaN,NaN
DSV,Biên lợi nhuận gộp (%),14.05,9.33,10.67,NaN,NaN
DSV,Biên lợi nhuận ròng (%),1.85,1.68,1.9,NaN,NaN
DSV,Chỉ số thanh toán hiện thời,1.09,1.07,1.06,NaN,NaN
DSV,Chỉ số thanh toán nhanh,1.01,0.74,0.92,NaN,NaN
DSV,Chỉ số thanh toán tiền mặt,0.33,0.2,0.13,NaN,NaN
DSV,Đòn bẩy tài chính,7.32,6.5,7.07,NaN,NaN
DSV,Khả năng chi trả lãi vay,20.85,7.2,5.55,NaN,NaN
DTA,Biên EBIT (%),-2.59,9.28,4.57,10.32,7.12
DTA,Biên lợi nhuận gộp (%),16.93,21.24,14.14,21.82,15.53
DTA,Biên lợi nhuận ròng (%),-8.84,9.16,6.23,1.33,1.26
DTA,Chỉ số thanh toán hiện thời,0.86,0.9,0.64,0.46,0.69
DTA,Chỉ số thanh toán nhanh,0.77,0.57,0.19,0.12,0.13
DTA,Chỉ số thanh toán tiền mặt,0.36,0.16,0.03,0.02,0.01
DTA,Đòn bẩy tài chính,2.91,3.45,3.71,3.49,3.1
DTA,Khả năng chi trả lãi vay,-0.25,2.08,1.3,1.18,1.13
DTB,Biên EBIT (%),7.78,9.03,6.72,7.48,NaN
DTB,Biên lợi nhuận gộp (%),22.15,19.24,19.28,21.82,NaN
DTB,Biên lợi nhuận ròng (%),6.46,6.45,5.62,5.83,NaN
DTB,Chỉ số thanh toán hiện thời,1.65,1.76,2.1,1.7,NaN
DTB,Chỉ số thanh toán nhanh,1.61,1.69,2.02,1.63,NaN
DTB,Chỉ số thanh toán tiền mặt,0.77,0.79,0.95,0.88,NaN
DTB,Đòn bẩy tài chính,1.9,1.9,1.63,1.84,NaN
DTC,Biên EBIT (%),11.77,7.8,3.46,-13.04,-13.62
DTC,Biên lợi nhuận gộp (%),15.5,11.47,8.04,-8.37,-8.99
DTC,Biên lợi nhuận ròng (%),5.03,1.31,-3.34,-24.05,-26.11
DTC,Chỉ số thanh toán hiện thời,1.01,1.21,1.1,0.83,0.59
DTC,Chỉ số thanh toán nhanh,0.12,0.15,0.04,0.05,0.03
DTC,Chỉ số thanh toán tiền mặt,0.09,0.1,0.01,0.01,0.01
DTC,Đòn bẩy tài chính,3.44,3.09,3.49,5.21,14.82
DTC,Khả năng chi trả lãi vay,2.38,1.31,0.49,-1.36,-1.49
DTD,Biên EBIT (%),30.8,33.18,33.32,49.69,38.46
DTD,Biên lợi nhuận gộp (%),40.76,42.65,40.92,54.43,44.63
DTD,Biên lợi nhuận ròng (%),24.09,26.8,26.54,41.25,35.55
DTD,Chỉ số thanh toán hiện thời,1.17,1.09,1.33,2.77,3.49
DTD,Chỉ số thanh toán nhanh,0.95,0.8,1.03,2.4,2.96
DTD,Chỉ số thanh toán tiền mặt,0.09,0.11,0.38,0.2,0.96
DTD,Đòn bẩy tài chính,3.29,2.47,2.13,1.77,1.68
DTD,Khả năng chi trả lãi vay,63.85,58.0,49.42,165.98,33.69
DTE,Biên EBIT (%),28.86,36.4,23.68,NaN,NaN
DTE,Biên lợi nhuận gộp (%),40.86,42.54,25.62,NaN,NaN
DTE,Biên lợi nhuận ròng (%),16.27,22.11,9.76,NaN,NaN
DTE,Chỉ số thanh toán hiện thời,1.18,1.03,1.18,NaN,NaN
DTE,Chỉ số thanh toán nhanh,0.61,0.65,0.95,NaN,NaN
DTE,Chỉ số thanh toán tiền mặt,0.01,0.13,0.09,NaN,NaN
DTE,Đòn bẩy tài chính,2.86,2.6,2.24,NaN,NaN
DTE,Khả năng chi trả lãi vay,2.86,1.42,2.01,NaN,NaN
DTG,Biên EBIT (%),4.16,3.86,9.1,12.07,9.42
DTG,Biên lợi nhuận gộp (%),18.99,18.45,23.3,23.53,21.39
DTG,Biên lợi nhuận ròng (%),1.96,0.45,6.11,8.22,6.35
DTG,Chỉ số thanh toán hiện thời,1.19,1.15,1.31,1.39,1.53
DTG,Chỉ số thanh toán nhanh,0.51,0.43,0.26,0.48,0.83
DTG,Chỉ số thanh toán tiền mặt,0.14,0.16,0.15,0.1,0.11
DTG,Đòn bẩy tài chính,2.15,2.0,1.94,1.88,1.81
DTG,Khả năng chi trả lãi vay,1.38,1.31,5.58,6.89,5.02
DTH,Biên EBIT (%),4.25,4.03,3.4,3.9,NaN
DTH,Biên lợi nhuận gộp (%),31.3,32.7,32.97,32.62,NaN
DTH,Biên lợi nhuận ròng (%),0.69,0.66,0.61,0.46,NaN
DTH,Chỉ số thanh toán hiện thời,1.08,1.13,1.07,1.1,NaN
DTH,Chỉ số thanh toán nhanh,0.7,0.69,0.63,0.6,NaN
DTH,Chỉ số thanh toán tiền mặt,0.02,0.05,0.04,0.08,NaN
DTH,Đòn bẩy tài chính,3.31,3.52,3.29,3.33,NaN
DTH,Khả năng chi trả lãi vay,1.17,1.21,1.2,1.28,NaN
DTI,Biên EBIT (%),0.19,13.02,4.25,1.25,0.09
DTI,Biên lợi nhuận gộp (%),70.32,14.11,4.83,1.48,0.27
DTI,Biên lợi nhuận ròng (%),0.59,10.68,4.09,0.02,0.03
DTI,Chỉ số thanh toán hiện thời,5.96,2.7,1.35,1.19,1.57
DTI,Chỉ số thanh toán nhanh,5.73,2.7,1.14,1.14,1.55
DTI,Chỉ số thanh toán tiền mặt,0.16,0.22,0.01,0.01,0.01
DTI,Đòn bẩy tài chính,1.05,1.35,2.25,2.26,1.97
DTI,Khả năng chi trả lãi vay,NaN,NaN,3.45,0.31,0.05
DTK,Biên EBIT (%),11.28,9.07,9.43,7.24,6.58
DTK,Biên lợi nhuận gộp (%),13.68,11.39,12.36,10.44,9.69
DTK,Biên lợi nhuận ròng (%),4.59,6.95,7.23,4.56,5.38
DTK,Chỉ số thanh toán hiện thời,0.58,0.7,0.77,0.86,0.92
DTK,Chỉ số thanh toán nhanh,0.52,0.61,0.68,0.79,0.81
DTK,Chỉ số thanh toán tiền mặt,0.07,0.02,0.05,0.04,0.09
DTK,Đòn bẩy tài chính,2.73,2.41,2.05,2.02,1.82
DTK,Khả năng chi trả lãi vay,2.81,3.11,2.8,2.3,3.84
DTL,Biên EBIT (%),8.0,9.99,0.66,-3.1,-1.37
DTL,Biên lợi nhuận gộp (%),9.75,11.73,2.38,-1.81,-0.1
DTL,Biên lợi nhuận ròng (%),1.07,4.07,-9.47,-7.92,0.1
DTL,Chỉ số thanh toán hiện thời,1.22,1.45,1.26,1.24,1.2
DTL,Chỉ số thanh toán nhanh,0.15,0.21,0.37,0.34,0.34
DTL,Chỉ số thanh toán tiền mặt,0.0,0.01,0.0,0.02,0.0
DTL,Đòn bẩy tài chính,2.4,1.77,2.6,2.74,2.87
DTL,Khả năng chi trả lãi vay,2.15,3.23,0.19,-0.62,-0.39
DTP,Biên EBIT (%),22.77,22.05,17.78,21.7,20.78
DTP,Biên lợi nhuận gộp (%),51.71,54.28,51.72,54.95,52.69
DTP,Biên lợi nhuận ròng (%),18.75,18.79,15.84,19.48,18.34
DTP,Chỉ số thanh toán hiện thời,2.11,2.65,2.25,2.9,3.0
DTP,Chỉ số thanh toán nhanh,1.36,1.39,1.19,1.33,1.33
DTP,Chỉ số thanh toán tiền mặt,0.1,0.08,0.1,0.33,0.16
DTP,Đòn bẩy tài chính,1.48,1.36,1.5,1.37,1.32
DTP,Khả năng chi trả lãi vay,9.93,14.87,17.41,26.91,46.24
DTT,Biên EBIT (%),7.6,4.64,6.31,7.25,8.46
DTT,Biên lợi nhuận gộp (%),16.62,12.14,13.38,15.55,17.08
DTT,Biên lợi nhuận ròng (%),5.53,2.21,4.93,4.97,5.89
DTT,Chỉ số thanh toán hiện thời,2.09,2.52,2.4,2.2,2.1
DTT,Chỉ số thanh toán nhanh,1.42,1.32,1.49,1.33,1.32
DTT,Chỉ số thanh toán tiền mặt,0.99,0.61,0.9,0.68,0.79
DTT,Đòn bẩy tài chính,1.35,1.25,1.29,1.32,1.35
DTT,Khả năng chi trả lãi vay,6.88,5.02,8.81,6.47,11.17
DTV,Biên EBIT (%),12.37,5.7,5.95,NaN,NaN
DTV,Biên lợi nhuận gộp (%),14.2,14.66,14.81,NaN,NaN
DTV,Biên lợi nhuận ròng (%),4.36,4.61,4.78,NaN,NaN
DTV,Chỉ số thanh toán hiện thời,8.16,6.29,5.62,NaN,NaN
DTV,Chỉ số thanh toán nhanh,7.28,5.24,4.73,NaN,NaN
DTV,Chỉ số thanh toán tiền mặt,0.67,0.84,0.84,NaN,NaN
DTV,Đòn bẩy tài chính,1.08,1.12,1.12,NaN,NaN
DUS,Biên EBIT (%),7.67,-0.29,8.58,-2.11,NaN
DUS,Biên lợi nhuận gộp (%),17.32,8.19,17.26,4.13,NaN
DUS,Biên lợi nhuận ròng (%),8.4,1.14,7.58,-1.43,NaN
DUS,Chỉ số thanh toán hiện thời,2.48,1.75,1.64,0.64,NaN
DUS,Chỉ số thanh toán nhanh,2.32,1.68,1.56,0.6,NaN
DUS,Chỉ số thanh toán tiền mặt,1.13,0.52,0.59,0.15,NaN
DUS,Đòn bẩy tài chính,1.38,1.5,1.76,2.5,NaN
DVC,Biên EBIT (%),15.53,16.51,14.98,17.08,NaN
DVC,Biên lợi nhuận gộp (%),32.91,31.8,29.33,43.45,NaN
DVC,Biên lợi nhuận ròng (%),6.62,5.79,4.88,4.18,NaN
DVC,Chỉ số thanh toán hiện thời,0.91,1.87,1.02,0.76,NaN
DVC,Chỉ số thanh toán nhanh,0.62,1.44,0.88,0.69,NaN
DVC,Chỉ số thanh toán tiền mặt,0.31,0.78,0.5,0.64,NaN
DVC,Đòn bẩy tài chính,2.2,2.09,2.0,1.87,NaN
DVC,Khả năng chi trả lãi vay,1.76,1.65,1.84,1.47,NaN
DVG,Biên EBIT (%),5.6,5.62,2.33,0.6,-0.54
DVG,Biên lợi nhuận gộp (%),11.17,9.2,6.97,7.1,3.04
DVG,Biên lợi nhuận ròng (%),6.38,4.33,1.53,5.42,0.66
DVG,Chỉ số thanh toán hiện thời,6.62,2.1,9.24,3.31,31.55
DVG,Chỉ số thanh toán nhanh,5.54,1.57,4.02,1.52,21.74
DVG,Chỉ số thanh toán tiền mặt,0.07,0.13,0.27,0.03,0.61
DVG,Đòn bẩy tài chính,1.15,1.45,1.03,1.1,1.02
DVG,Khả năng chi trả lãi vay,4.18,10.48,7.77,NaN,NaN
DVM,Biên EBIT (%),6.38,7.96,8.87,6.87,6.46
DVM,Biên lợi nhuận gộp (%),10.69,11.69,14.01,10.68,8.93
DVM,Biên lợi nhuận ròng (%),2.55,4.78,4.62,2.91,3.15
DVM,Chỉ số thanh toán hiện thời,1.31,1.57,1.27,1.03,1.08
DVM,Chỉ số thanh toán nhanh,0.85,0.99,0.82,0.74,0.81
DVM,Chỉ số thanh toán tiền mặt,0.05,0.2,0.2,0.13,0.1
DVM,Đòn bẩy tài chính,3.88,2.34,2.1,2.23,2.22
DVM,Khả năng chi trả lãi vay,1.87,2.63,2.46,1.74,2.18
DVN,Biên EBIT (%),2.21,1.32,2.2,3.42,3.35
DVN,Biên lợi nhuận gộp (%),9.67,9.02,9.82,10.71,11.11
DVN,Biên lợi nhuận ròng (%),4.06,4.46,1.99,6.99,8.81
DVN,Chỉ số thanh toán hiện thời,1.26,1.34,1.28,1.41,1.47
DVN,Chỉ số thanh toán nhanh,0.8,0.95,0.86,0.97,0.94
DVN,Chỉ số thanh toán tiền mặt,0.03,0.07,0.03,0.04,0.1
DVN,Đòn bẩy tài chính,2.1,1.96,2.09,1.94,1.85
DVN,Khả năng chi trả lãi vay,1.59,1.08,1.9,2.6,3.46
DVP,Biên EBIT (%),38.35,42.51,42.38,28.73,35.89
DVP,Biên lợi nhuận gộp (%),48.13,52.48,53.08,41.44,47.08
DVP,Biên lợi nhuận ròng (%),45.87,45.54,48.45,60.21,48.42
DVP,Chỉ số thanh toán hiện thời,9.2,9.25,10.59,4.8,8.6
DVP,Chỉ số thanh toán nhanh,9.09,9.14,10.45,4.72,8.5
DVP,Chỉ số thanh toán tiền mặt,0.16,0.26,0.33,0.06,0.18
DVP,Đòn bẩy tài chính,1.09,1.09,1.08,1.19,1.1
DVW,Biên EBIT (%),13.16,15.52,21.36,20.63,NaN
DVW,Biên lợi nhuận gộp (%),36.28,32.72,42.36,45.64,NaN
DVW,Biên lợi nhuận ròng (%),11.84,14.48,19.7,21.1,NaN
DVW,Chỉ số thanh toán hiện thời,1.73,1.97,3.08,3.44,NaN
DVW,Chỉ số thanh toán nhanh,1.43,1.91,3.03,3.39,NaN
DVW,Chỉ số thanh toán tiền mặt,0.29,0.5,0.72,1.55,NaN
DVW,Đòn bẩy tài chính,1.81,1.59,1.33,1.27,NaN
DVW,Khả năng chi trả lãi vay,4.6,9.33,19.03,26.85,NaN
DWC,Biên EBIT (%),0.38,0.23,5.06,22.47,32.81
DWC,Biên lợi nhuận gộp (%),34.35,35.38,40.95,51.85,57.86
DWC,Biên lợi nhuận ròng (%),0.97,0.38,-8.11,6.64,17.1
DWC,Chỉ số thanh toán hiện thời,3.18,1.19,1.27,1.73,2.6
DWC,Chỉ số thanh toán nhanh,2.73,0.98,0.57,1.12,2.0
DWC,Chỉ số thanh toán tiền mặt,0.18,0.1,0.02,0.17,1.52
DWC,Đòn bẩy tài chính,2.52,2.65,2.59,2.47,2.23
DWC,Khả năng chi trả lãi vay,6.45,0.12,0.8,1.96,3.48
DWS,Biên EBIT (%),9.86,9.4,10.91,11.75,13.09
DWS,Biên lợi nhuận gộp (%),28.81,27.5,29.95,31.25,32.12
DWS,Biên lợi nhuận ròng (%),7.44,8.38,8.73,9.51,10.12
DWS,Chỉ số thanh toán hiện thời,0.17,0.2,0.19,1.05,1.46
DWS,Chỉ số thanh toán nhanh,0.12,0.15,0.14,0.77,1.25
DWS,Chỉ số thanh toán tiền mặt,0.05,0.06,0.05,0.31,0.37
DWS,Đòn bẩy tài chính,3.37,3.29,3.22,3.06,2.89
DWS,Khả năng chi trả lãi vay,7.0,6.61,6.93,7.15,9.57
DXG,Biên EBIT (%),27.4,26.89,15.06,19.7,24.35
DXG,Biên lợi nhuận gộp (%),64.85,55.48,53.89,45.92,48.27
DXG,Biên lợi nhuận ròng (%),-6.02,15.81,9.68,4.03,9.6
DXG,Chỉ số thanh toán hiện thời,1.91,1.91,2.23,2.26,2.52
DXG,Chỉ số thanh toán nhanh,0.89,1.04,1.06,1.02,1.19
DXG,Chỉ số thanh toán tiền mặt,0.17,0.21,0.07,0.02,0.12
DXG,Đòn bẩy tài chính,2.57,2.11,2.15,2.03,1.92
DXG,Khả năng chi trả lãi vay,2.57,5.8,1.8,1.37,2.74
DXL,Biên EBIT (%),2.76,-11.61,-6.07,-5.33,NaN
DXL,Biên lợi nhuận gộp (%),28.2,12.9,13.4,16.63,NaN
DXL,Biên lợi nhuận ròng (%),10.64,-0.3,3.12,0.08,NaN
DXL,Chỉ số thanh toán hiện thời,8.7,10.34,8.94,19.16,NaN
DXL,Chỉ số thanh toán nhanh,6.35,6.74,6.3,17.55,NaN
DXL,Chỉ số thanh toán tiền mặt,4.76,5.21,5.05,7.04,NaN
DXL,Đòn bẩy tài chính,2.52,1.03,1.04,1.04,NaN
DXP,Biên EBIT (%),21.99,21.62,28.26,11.81,8.45
DXP,Biên lợi nhuận gộp (%),38.32,41.09,45.16,15.4,11.97
DXP,Biên lợi nhuận ròng (%),53.03,62.22,32.13,13.64,7.94
DXP,Chỉ số thanh toán hiện thời,19.62,23.52,5.79,3.57,3.71
DXP,Chỉ số thanh toán nhanh,19.46,23.23,5.57,3.53,3.67
DXP,Chỉ số thanh toán tiền mặt,0.06,0.13,1.5,1.99,0.19
DXP,Đòn bẩy tài chính,1.04,1.03,1.04,1.17,1.17
DXP,Khả năng chi trả lãi vay,NaN,NaN,NaN,NaN,23.68
DXS,Biên EBIT (%),43.53,29.24,17.79,5.33,18.88
DXS,Biên lợi nhuận gộp (%),71.9,61.48,56.85,35.56,48.71
DXS,Biên lợi nhuận ròng (%),34.95,20.18,12.94,-8.02,10.63
DXS,Chỉ số thanh toán hiện thời,2.06,2.01,2.13,2.16,2.27
DXS,Chỉ số thanh toán nhanh,1.7,1.71,1.54,1.52,1.54
DXS,Chỉ số thanh toán tiền mặt,0.22,0.23,0.07,0.03,0.07
DXS,Đòn bẩy tài chính,1.9,1.95,2.0,1.91,1.82
DXS,Khả năng chi trả lãi vay,31.33,16.43,5.82,0.84,5.05
DXV,Biên EBIT (%),-2.12,-4.55,-0.75,-5.56,-4.6
DXV,Biên lợi nhuận gộp (%),7.18,5.2,6.66,5.15,4.3
DXV,Biên lợi nhuận ròng (%),0.06,0.2,0.09,-4.91,-3.2
DXV,Chỉ số thanh toán hiện thời,5.47,6.25,4.82,4.27,4.16
DXV,Chỉ số thanh toán nhanh,3.68,4.67,3.7,2.97,3.2
DXV,Chỉ số thanh toán tiền mặt,0.33,0.52,0.31,0.37,0.51
DXV,Đòn bẩy tài chính,1.2,1.17,1.24,1.28,1.29
DZM,Biên EBIT (%),2.01,-17.09,-13.06,-15.22,-2.53
DZM,Biên lợi nhuận gộp (%),9.03,6.57,17.96,14.94,19.7
DZM,Biên lợi nhuận ròng (%),0.59,-21.42,-23.38,-16.26,-4.23
DZM,Chỉ số thanh toán hiện thời,1.1,1.05,1.21,0.68,0.79
DZM,Chỉ số thanh toán nhanh,0.77,0.64,0.81,0.35,0.31
DZM,Chỉ số thanh toán tiền mặt,0.01,0.01,0.0,0.02,0.0
DZM,Đòn bẩy tài chính,2.69,2.63,3.06,-40.83,-7.87
DZM,Khả năng chi trả lãi vay,1.37,-5.23,-2.65,-19.46,NaN
E12,Biên EBIT (%),3.18,3.3,3.37,1.15,4.74
E12,Biên lợi nhuận gộp (%),10.51,9.58,7.89,9.14,9.39
E12,Biên lợi nhuận ròng (%),0.22,0.38,0.04,-10.59,0.21
E12,Chỉ số thanh toán hiện thời,1.16,1.23,1.17,1.09,1.1
E12,Chỉ số thanh toán nhanh,0.73,0.5,0.73,0.68,0.75
E12,Chỉ số thanh toán tiền mặt,0.14,0.05,0.07,0.18,0.15
E12,Đòn bẩy tài chính,3.27,2.86,4.21,6.11,6.62
E12,Khả năng chi trả lãi vay,1.11,1.37,1.1,0.1,1.06
E29,Biên EBIT (%),-0.57,0.95,1.49,-0.27,NaN
E29,Biên lợi nhuận gộp (%),2.41,5.88,7.08,2.76,NaN
E29,Biên lợi nhuận ròng (%),0.44,0.56,0.71,0.33,NaN
E29,Chỉ số thanh toán hiện thời,1.16,1.23,1.19,1.05,NaN
E29,Chỉ số thanh toán nhanh,0.95,0.85,0.86,0.57,NaN
E29,Chỉ số thanh toán tiền mặt,0.12,0.12,0.16,0.07,NaN
E29,Đòn bẩy tài chính,7.05,4.78,5.04,13.73,NaN
E29,Khả năng chi trả lãi vay,-1.25,1.24,1.49,-1.5,NaN
EBS,Biên EBIT (%),-2.49,7.38,10.58,10.98,12.47
EBS,Biên lợi nhuận gộp (%),15.88,26.52,32.48,35.63,39.52
EBS,Biên lợi nhuận ròng (%),7.02,11.53,15.36,16.42,23.53
EBS,Chỉ số thanh toán hiện thời,6.88,2.94,3.08,4.31,5.17
EBS,Chỉ số thanh toán nhanh,6.07,2.5,2.59,3.55,4.46
EBS,Chỉ số thanh toán tiền mặt,0.38,0.27,0.37,0.62,0.88
EBS,Đòn bẩy tài chính,1.14,1.34,1.31,1.2,1.16
EBS,Khả năng chi trả lãi vay,-13.54,4.51,7.74,7.24,10.22
ECI,Biên EBIT (%),7.2,8.2,5.96,-30.39,-212.47
ECI,Biên lợi nhuận gộp (%),29.07,30.85,25.86,22.99,11.15
ECI,Biên lợi nhuận ròng (%),7.14,8.04,5.01,-31.52,-13.81
ECI,Chỉ số thanh toán hiện thời,3.89,3.68,3.92,3.38,3.91
ECI,Chỉ số thanh toán nhanh,3.6,3.3,3.55,3.19,3.76
ECI,Chỉ số thanh toán tiền mặt,1.09,1.41,1.33,0.07,1.29
ECI,Đòn bẩy tài chính,1.34,1.36,1.4,1.48,1.4
ECI,Khả năng chi trả lãi vay,NaN,NaN,26.04,-18.19,-27.53
ECO,Biên EBIT (%),NaN,NaN,NaN,NaN,3.5
ECO,Biên lợi nhuận gộp (%),NaN,NaN,NaN,NaN,6.58
ECO,Biên lợi nhuận ròng (%),NaN,NaN,NaN,NaN,3.07
ECO,Chỉ số thanh toán hiện thời,NaN,NaN,NaN,NaN,2.25
ECO,Chỉ số thanh toán nhanh,NaN,NaN,NaN,NaN,1.67
ECO,Chỉ số thanh toán tiền mặt,NaN,NaN,NaN,NaN,0.46
ECO,Đòn bẩy tài chính,NaN,NaN,NaN,NaN,1.53
ECO,Khả năng chi trả lãi vay,NaN,NaN,NaN,NaN,6.52
EFI,Biên EBIT (%),-99.24,-102.79,NaN,NaN,NaN
EFI,Biên lợi nhuận gộp (%),1.81,7.42,NaN,NaN,NaN
EFI,Biên lợi nhuận ròng (%),-47.03,-270.21,NaN,NaN,NaN
EFI,Chỉ số thanh toán hiện thời,19.45,19.88,10.47,5.67,NaN
EFI,Chỉ số thanh toán nhanh,19.34,19.73,10.3,5.58,NaN
EFI,Chỉ số thanh toán tiền mặt,13.26,3.02,0.3,0.69,NaN
EFI,Đòn bẩy tài chính,1.03,1.02,1.03,1.06,NaN
EFI,Khả năng chi trả lãi vay,-1415.35,-109.07,-533.77,NaN,NaN
EIB,Đòn bẩy tài chính,9.54,9.32,9.04,8.97,9.55
EIC,Biên EBIT (%),0.61,-6.23,-46.66,-100.11,-74.36
EIC,Biên lợi nhuận gộp (%),34.82,27.99,22.45,17.49,17.55
EIC,Biên lợi nhuận ròng (%),370.35,909.49,727.08,532.59,465.65
EIC,Chỉ số thanh toán hiện thời,7.27,5.22,13.94,11.75,3.32
EIC,Chỉ số thanh toán nhanh,7.02,5.17,13.81,11.51,3.2
EIC,Chỉ số thanh toán tiền mặt,0.38,0.68,0.67,0.45,0.12
EIC,Đòn bẩy tài chính,1.04,1.09,1.03,1.02,1.08
EID,Biên EBIT (%),9.5,8.21,8.47,7.5,7.42
EID,Biên lợi nhuận gộp (%),27.22,27.8,27.79,27.52,25.91
EID,Biên lợi nhuận ròng (%),7.48,6.36,7.37,6.83,6.69
EID,Chỉ số thanh toán hiện thời,2.35,2.49,2.81,2.58,2.89
EID,Chỉ số thanh toán nhanh,1.44,1.68,1.69,2.12,2.39
EID,Chỉ số thanh toán tiền mặt,1.02,1.15,1.17,1.02,2.11
EID,Đòn bẩy tài chính,1.56,1.52,1.44,1.53,1.45
EID,Khả năng chi trả lãi vay,15.47,25.27,271.82,167.87,36.96
EIN,Biên EBIT (%),-5.74,-175.67,-197.33,-150.8,-45.66
EIN,Biên lợi nhuận gộp (%),11.1,-23.47,-4.05,12.66,19.9
EIN,Biên lợi nhuận ròng (%),22.74,10.61,-176.2,-164.14,-51.08
EIN,Chỉ số thanh toán hiện thời,1.23,1.27,1.29,1.23,1.21
EIN,Chỉ số thanh toán nhanh,1.18,1.21,1.21,1.15,1.13
EIN,Chỉ số thanh toán tiền mặt,0.0,0.01,0.0,0.0,0.0
EIN,Đòn bẩy tài chính,3.48,3.14,2.85,3.04,3.16
EIN,Khả năng chi trả lãi vay,-0.19,-0.37,-7.84,-9.37,-9.56
ELC,Biên EBIT (%),4.2,5.23,4.39,5.57,13.55
ELC,Biên lợi nhuận gộp (%),16.87,19.58,16.27,19.77,30.75
ELC,Biên lợi nhuận ròng (%),3.89,7.63,4.33,8.6,12.64
ELC,Chỉ số thanh toán hiện thời,1.9,3.28,3.66,2.08,1.82
ELC,Chỉ số thanh toán nhanh,1.53,2.76,3.08,1.88,1.69
ELC,Chỉ số thanh toán tiền mặt,0.48,0.58,0.32,0.32,0.46
ELC,Đòn bẩy tài chính,1.76,1.32,1.26,1.58,1.59
ELC,Khả năng chi trả lãi vay,7.4,9.38,0.99,14.69,35.67
EME,Biên EBIT (%),0.76,7.16,4.07,1.26,NaN
EME,Biên lợi nhuận gộp (%),21.87,31.37,17.88,18.47,NaN
EME,Biên lợi nhuận ròng (%),1.77,7.81,6.29,6.53,NaN
EME,Chỉ số thanh toán hiện thời,2.35,2.24,1.46,0.82,NaN
EME,Chỉ số thanh toán nhanh,1.6,1.62,0.89,0.43,NaN
EME,Chỉ số thanh toán tiền mặt,0.33,0.73,0.27,0.2,NaN
EME,Đòn bẩy tài chính,1.71,1.79,1.93,2.14,NaN
EME,Khả năng chi trả lãi vay,1.18,3.69,2.54,0.37,NaN
EMG,Biên EBIT (%),14.77,21.09,25.95,26.48,NaN
EMG,Biên lợi nhuận gộp (%),26.4,36.37,43.39,45.27,NaN
EMG,Biên lợi nhuận ròng (%),11.76,16.67,20.03,21.47,NaN
EMG,Chỉ số thanh toán hiện thời,3.09,5.27,7.89,9.33,NaN
EMG,Chỉ số thanh toán nhanh,2.92,5.11,7.83,9.24,NaN
EMG,Chỉ số thanh toán tiền mặt,0.1,0.12,0.68,0.6,NaN
EMG,Đòn bẩy tài chính,1.48,1.25,1.16,1.13,NaN
EMG,Khả năng chi trả lãi vay,11.66,11.58,29.57,41.82,NaN
EMS,Biên EBIT (%),3.57,3.26,3.79,4.23,4.47
EMS,Biên lợi nhuận gộp (%),16.35,18.89,16.61,18.38,16.68
EMS,Biên lợi nhuận ròng (%),2.98,2.7,3.19,3.6,3.56
EMS,Chỉ số thanh toán hiện thời,1.33,1.35,1.54,1.42,1.41
EMS,Chỉ số thanh toán nhanh,1.3,1.32,1.48,1.38,1.39
EMS,Chỉ số thanh toán tiền mặt,0.39,0.39,0.14,0.15,0.25
EMS,Đòn bẩy tài chính,2.84,3.02,2.35,2.24,2.37
EPC,Biên EBIT (%),4.05,-60.57,-31.55,-18.55,NaN
EPC,Biên lợi nhuận gộp (%),13.18,-37.09,0.12,-2.7,NaN
EPC,Biên lợi nhuận ròng (%),0.14,-80.9,-47.36,-36.1,NaN
